Apple ID Number,Account Signup Date,Screen Name,Country,Device User Agent String,Birth Year,Opted Out of Personalized Recommendations?
1332525800,2010-02-03T07:18:17Z,,Australia,iTunes/8.2.1 (Macintosh; Mac OS X 10.6),1991,No
