Apple ID Number,App Name,First User Action Date,Latest User Action Date,Version
1332525800,GDPR_com.apple.onboarding.podcasts,2018-10-26T17:08:28Z,2018-10-26T17:08:28Z,2
1332525800,Music,2018-04-16T14:13:49Z,2019-01-17T21:12:01Z,3
1332525800,Videos,2018-04-13T21:04:36Z,2018-10-26T16:57:32Z,3
1332525800,iTunes U,2018-04-13T21:04:36Z,2018-10-26T16:57:32Z,3
1332525800,iBooks,2018-04-13T21:04:36Z,2018-04-13T21:04:36Z,2
1332525800,App Store,2018-04-13T21:04:36Z,2018-10-26T16:57:32Z,3
1332525800,iTunes Store,2018-04-13T21:04:36Z,2018-10-26T16:57:32Z,3
